,Unnamed: 0,platforms,genres,rating,title,url,star,review,author,n_ratings,cover,id,type
126,126,MD/世嘉五代,游戏 / 横版过关 / 射击 / 动作,9.1,火枪英雄 ガンスターヒーローズ,https://www.douban.com/game/21351249/,45.0,永不过时的经典！合金弹头遇上它也要退让几分。。。,残响死灭,128.0,https://img3.doubanio.com/lpic/s29794624.jpg,126,动作
127,127,MD/世嘉五代,游戏 / 角色扮演 / 动作,9.1,光之继承者 スト－リ－ォプトァ～光を継ぐ者～,https://www.douban.com/game/10764395/,45.0,影子精灵是一个神奇的存在,低端X口帝琉苏,64.0,https://img1.doubanio.com/lpic/s10175659.jpg,127,动作
128,128,PC / PS4 / Xbox One,游戏 / 角色扮演 / 动作,9.1,怪物猎人：世界 モンスターハンター：ワールド,https://www.douban.com/game/27068383/,45.0,"记录一下这个可能会载入中国电子游戏史的时刻。
2018年8月13号，上午8点，Wegame平台官方发布公告，因“相关政府管理部门接到大量举报……现执行下架整改，停止游戏售卖”。
曾引发无数争议的wegame版MHW宣告夭折，享年4天19小时。",某科学愁思郎,2777.0,https://img3.doubanio.com/lpic/s29552023.jpg,128,动作
129,129,PC / PS4 / Xbox One,游戏 / 第一人称射击 / 大型多人在线 / 动作,9.1,泰坦陨落2 Titanfall 2,https://www.douban.com/game/26771824/,45.0,七个小时的主线流程一秒钟都没浪费，节奏紧凑到让我感觉经历了两倍甚至三倍的时长。从第一章初见的惊艳到最后一幕BT将库伯扔出舱、整个星球被炸毁，精彩程度节节攀升，跑酷和科幻机甲元素也让向来不喜FPS的我玩得大呼过瘾。说起来是过年时跟风玩APEX顺带打折入的游戏，没想到遇见了这么棒的作品。,不正经的夏夜,1230.0,https://img3.doubanio.com/lpic/s29125860.jpg,129,动作
130,130,3DS,游戏 / 动作,9.1,星之卡比：机器人星球 星のカービィ ロボボプラネット,https://www.douban.com/game/26767440/,45.0,比前作好 比近作好 卡比做这么多事只是为了有个好的睡眠环境而已,re00319,189.0,https://img3.doubanio.com/lpic/s28607942.jpg,130,动作
131,131,PC / PS4 / Xbox One,游戏 / 冒险 / 动作,9.1,奇异人生2 Life is Strange 2,https://www.douban.com/game/27069936/,45.0,游戏没出就开始打分你们是有病？,厉害猹,339.0,https://img3.doubanio.com/lpic/s29856295.jpg,131,动作
132,132,Nintendo Switch,游戏 / 益智 / 模拟 / 动作,9.1,超级马力欧派对 スーパー マリオパーティ,https://www.douban.com/game/30245974/,45.0,太开心了玩起来！只是。。没有朋友，一个人玩马趴，只感觉是一个人对着一群AI在傻笑。。笑后只有死一样的冷寂,代号273,804.0,https://img3.doubanio.com/lpic/s29791791.jpg,132,动作
133,133,PC,游戏 / 模拟 / 角色扮演 / 冒险 / 动作,9.1,骑马与砍杀 Mount & Blade,https://www.douban.com/game/10734141/,45.0,即便这个游戏是如此的粗糙，而且已经过了如此多的年头，但仍未有其他任何一个游戏能够在中世纪的领域超过它——全战系列可以除外，但那是另外一个概念的事情了。,lyt777,1680.0,https://img1.doubanio.com/lpic/s10414019.jpg,133,动作
134,134,PC / Mac / PS4 / Xbox One / PS3 / Xbox 360 / Linux,游戏 / 射击 / 冒险 / 动作,9.1,古墓丽影 Tomb Raider,https://www.douban.com/game/21726040/,45.0,对于严重强迫症的我实在是太痛恨那些我能看到的箱子。,snake雄羽,6707.0,https://img3.doubanio.com/lpic/s25805601.jpg,134,动作
135,135,PC / PS3 / Xbox 360,游戏 / 冒险 / 动作,9.1,刺客信条：启示录 Assassin's Creed: Revelations,https://www.douban.com/game/10734086/,45.0,"13-04-28
从11年12月安装上电脑，几经周折，终于打通了启示录。
《启示录》作为阿泰尔和艾吉奥故事的收尾，可以说是相当好的。阿泰尔，刺客组织的先驱者，最终将自己锁死在图书馆里，等待着未来那个注定回来的人；而艾吉奥，在见到图书馆里的圣物后最后的质问，也让人不禁感叹命运的无奈 好在他完成任务以后就和索菲亚妹子隐退去过没羞没躁的生活了 
每次拿到马西亚夫钥匙进入阿泰尔的故事，看到玛利亚离他而去，看到他自我放逐离开马西亚夫，最后看到他告别儿子设置好机关，石门降下，放好金苹果自己一步一步挪到椅子上坐下，镜头一转已是200多年后，旧人已成白骨，艾吉奥来到他的身前，让人感叹时空的无情……
而看到最后艾吉奥隔空向戴斯萌说话，不禁令人胸中郁郁难言。命运将他从一个纨绔子弟变成刺客宗师，父兄殒命真爱难寻，仅仅是因为神需要",blank cat,2761.0,https://img3.doubanio.com/lpic/s9090310.jpg,135,动作
136,136,PC / PS4 / Xbox One,游戏 / 第一人称射击 / 射击 / 冒险 / 动作,9.1,战地1 Battlefield 1,https://www.douban.com/game/26788812/,45.0,EA用实际行动告诉你，每次都进步一点，不多年后，做到细分品类第一，吊打原来的领头羊。,JZ,2639.0,https://img3.doubanio.com/lpic/s29321584.jpg,136,动作
137,137,PC,游戏 / 乱斗/清版 / 角色扮演 / 动作 / 第一人称射击,9.1,吸血鬼之避世血族 Vampire: The Masquerade - Bloodlines,https://www.douban.com/game/19975732/,45.0,选择影响剧情，早期言行影响最终结局的优秀典范。此外还能一睹malkavian的神棍风范。此外还是辐射三棍的遗作。,phantasma,43.0,https://img3.doubanio.com/lpic/s22717686.jpg,137,动作
138,138,NDS,游戏 / 模拟 / 角色扮演 / 冒险 / 动作,9.1,符文工房3 ルーンファクトリー3,https://www.douban.com/game/10772004/,45.0,还挺喜欢那几个妹子的/ ▽\不如说男主本身就像个妹子~（等,暖呼呼队长🍀,202.0,https://img1.doubanio.com/lpic/s10233698.jpg,138,动作
139,139,PC,游戏 / 角色扮演 / 冒险 / 动作,9.1,金庸群侠传2,https://www.douban.com/game/26890275/,45.0,我估计偷了上千次易筋经了:-),解压,199.0,https://img3.doubanio.com/lpic/s29466055.jpg,139,动作
140,140,PC / Mac / PS,游戏 / 角色扮演 / 策略 / 动作,9.1,暗黑破坏神 Diablo,https://www.douban.com/game/10729917/,45.0,四年级小学机房，计算机课三人开房，打着打着看见屠夫直接尿了，真的是尿了，四年级，是的，尿了。,tiantianquan,1132.0,https://img3.doubanio.com/lpic/s29294484.jpg,140,动作
141,141,3DS,游戏 / 动作,9.1,怪物猎人X モンスターハンタークロス,https://www.douban.com/game/26586946/,45.0,我真心奉劝各位青少年朋友别碰这个。。。,pandemonium,529.0,https://img3.doubanio.com/lpic/s29432710.jpg,141,动作
142,142,PC / Mac,游戏 / 横版过关 / 射击 / 动作,9.1,爵士兔 Jazz2,https://www.douban.com/game/11599310/,45.0,双打什么的童年回忆啊那啥。,[已注销],40.0,https://img3.doubanio.com/lpic/s28119010.jpg,142,动作
143,143,PC,游戏 / 益智 / 角色扮演 / 冒险 / 动作,9.1,饼干人 Supraland,https://www.douban.com/game/33406566/,45.0,"30H 60%进度，攻略还不全，哎，玩不动了，心累！
35H 72%进度，看YouTube攻略跑地图头都晕了！",桃李明眸,8.0,https://img3.doubanio.com/lpic/s32289392.jpg,143,动作
144,144,PC / PS4 / Xbox One,游戏 / 角色扮演 / 动作,9.1,骑马与砍杀2：领主 Mount & Blade II: Bannerlord,https://www.douban.com/game/26591429/,45.0,骑马砍杀发售日，家祭无忘告乃翁。,瓦晴,55.0,https://img1.doubanio.com/lpic/s28275539.jpg,144,动作
145,145,PS,游戏 / 冒险 / 动作,9.1,寂静岭 Silent Hill,https://www.douban.com/game/10734088/,45.0,这不是恐怖游戏。嗯，这甚至不是游戏。这是以游戏为载体构成的综合暗系艺术作品大集。,砖头叔,692.0,https://img3.doubanio.com/lpic/s26347900.jpg,145,动作
146,146,PC / iPhone / Android / PS / Arcade/街机 / Neo Geo,游戏 / 射击 / 动作,9.1,合金弹头X メタルスラッグX,https://www.douban.com/game/25730613/,45.0,并不觉得很好玩，没有什么触动，但确实经典,Max·Planck,733.0,https://img1.doubanio.com/lpic/s29777779.jpg,146,动作
147,147,PC / Android,游戏 / 横版过关 / 即时战略 / 格斗 / 策略 / 动作,9.1,死神vs火影 Bleach VS Naruto,https://www.douban.com/game/27041950/,45.0,这虽是一个flash小游戏，但是它能够坚持十年，一是童年的情怀，二是其中所暗含的精髓是很多现代游戏所不能比拟的。,天之,122.0,https://img3.doubanio.com/lpic/s29485884.jpg,147,动作
148,148,PC / PS4 / Xbox One,游戏 / 格斗 / 角色扮演 / 策略 / 动作,9.1,刺客信条探索之旅：古埃及 Discovery Tour by Assassin’s Creed: Ancient Egypt,https://www.douban.com/game/30157571/,45.0,88元穷游埃及。,不断考试垂败兽,71.0,https://img3.doubanio.com/lpic/s29704074.jpg,148,动作
149,149,PC,游戏 / 动作,9.1,鸭子游戏 Duck Game,https://www.douban.com/game/26434304/,45.0,联机对战游戏，跟朋友拼了四人包，武器和地图繁多，你甚至还能装死，和朋友玩非常欢乐，总之就是有毒,黄 昏 鹿 场,59.0,https://img3.doubanio.com/lpic/s28119062.jpg,149,动作
150,150,GBA,游戏 / 横版过关 / 射击 / 冒险 / 动作,9.1,银河战士：零点任务 メトロイド ゼロミッション,https://www.douban.com/game/26339720/,45.0,自己虽然是在玩过《恶魔城》系列之后才接触《银河战士》的，但其实后者才是横版动作解密类游戏的始祖。本作关卡设计精良，配合各种道具营造出了丰富的玩法，剧情也足够吸引人，在 GBA 上绝对值得一玩。,低价值用户Kar1,152.0,https://img3.doubanio.com/lpic/s28397005.jpg,150,动作
151,151,3DS,游戏 / 角色扮演 / 动作,9.0,怪物猎人4G モンスターハンター 4G,https://www.douban.com/game/26128266/,45.0,这游戏的神奇之处就在于买了它之后我基本再没碰过其他的卡带,钢铁洪流萨鲁曼,515.0,https://img3.doubanio.com/lpic/s28103212.jpg,151,动作
152,152,Arcade/街机,游戏 / 乱斗/清版 / 动作,9.1,三国战纪,https://www.douban.com/game/11610668/,45.0,115 117有bug 119正宗天王难度单人通诸葛亮刷到700w上就是跨省级高手。【不巧在下···】之风云再起开发的连击新系统真是新大陆般的存在，乱世枭雄的武神传说还不如hardest有难度，不过武将模式赞爆。32的群雄、盖世由于系统的更正降低了游戏的乐趣。才不承认七星转生呢！,神待型萌音,605.0,https://img1.doubanio.com/lpic/s29312349.jpg,152,动作
153,153,GBA,游戏 / 策略 / 动作,9.1,高级战争2：黑洞的升起 Advance Wars 2: Black Hole Rising,https://www.douban.com/game/26347612/,45.0,在高战2面前，其他一切家用机+掌机战棋都是渣渣。,lyt777,140.0,https://img3.doubanio.com/lpic/s29799036.jpg,153,动作
154,154,PC / PS4 / Xbox One,游戏 / 角色扮演 / 冒险 / 动作,9.0,巫姆泡泡 Wuppo,https://www.douban.com/game/26929779/,45.0,贼好玩 画风可爱 推荐选择简单模式 把它完成休闲解密探险找彩蛋的游戏 不追求难度。有些重要节点对二段跳操作有严格要求 跳不上去求别人帮忙,有些话不必问。,53.0,https://img1.doubanio.com/lpic/s29200248.jpg,154,动作
155,155,MD/世嘉五代 / FC/NES/红白机 / GB / Arcade/街机 / AMI,游戏 / 动作,9.0,雪人兄弟 スノーブラザーズ,https://www.douban.com/game/10793808/,45.0,为了玩这些游戏，当年可谓煞费苦心三十六计七十二招纵横捭阖冒着被责骂的危险干着拖垮成绩的风险天天乐此不疲夜以继日的忘情玩乐。,爆seed,1350.0,https://img3.doubanio.com/lpic/s28460176.jpg,155,动作
156,156,PS,游戏 / 横版过关 / 动作,9.0,古惑狼 Crash Bandicoot,https://www.douban.com/game/25742896/,45.0,"今年是我沉迷《古惑狼》整整20周年，一直以来，早就想写个怀旧贴，所以就趁着这个机会补充完善一下。 1996年，本人所在的湖北省三线城市，开始流行了“电脑游戏厅”和”光碟游戏厅“，我当时14岁，上初三/高一（也可能是1997年），当时我一直是FC的玩家，所有人都在换黄卡换来换去，全城没有见过除了FC以外的游戏机，我说的是SFC和MD之类的。大家都在玩FC，或者街机。很奇怪，我对街机就是提不起来兴趣，街机流行的FTG我不喜欢，横板过关斩将的我觉得没有意思，三国志我从来没打穿过，合金弹头什么的也懒得碰，打飞机的1945雷电之类的也不喜欢玩，麻将游戏也不懂。但是在家里，FC还是很喜欢玩的。 1996年/1997年，街上同时开了十几家“电脑游戏厅”和“光碟游戏厅”，我去看了电脑游戏厅，那个时候还没有网络，还不叫网吧，电脑系统还是DOS和WIN95，游戏我记得的流行的有《古墓丽影1》《暗黑1》《毁灭公爵》《沙丘》《红色警戒》《大富翁》等...........没有一个我喜欢玩的，就很少去。再去看看“光碟游戏厅”，惊呆了，竟然还有这种画面级别的游戏！！！3D的，写实的！！《生化危机2》《铁拳》《山脊赛车》《古惑狼2》《前线任务》等等各种3D游戏！！！！还有两个人在同一个屏幕上开着各种稀奇古怪的带有武器的车辆的对战的游戏很流行。还有很多很多，最起码上百种光盘可以选择！！！！牛逼了，我操了！！！于是就迷上了“光碟游戏”，后来才知道这叫TVGAME。从此以后，直到现在，我没有在PC上玩过任何一个游戏！包括网络游戏，包括星际争霸，魔兽世界，暗黑2,3等，我碰都没碰过！面对着电脑，我是没有任何兴趣玩下去游戏的。长期以来，我只玩掌机和家用机，任天堂的所有机器全买，sony的全部机器全买。 1996年开始，别人玩得最多的是《生化危机2》，进去10台机器，有最少6台都在玩《生化危机2》，而我，一直以来都是浅尝辄止，生化危机全系列，我只打穿了3代和3DS启示录1代。 我玩的最多的就是《古惑狼2》，再到1997年《古惑狼3》，再到后来叫老板找了《古惑狼1》才玩了1代。 我可以拍胸脯说，在我们本地那个三线城市，玩《古惑狼》技术最高的就是我！没有人能玩的过我！",蛇狸,181.0,https://img1.doubanio.com/lpic/s27084239.jpg,156,动作
157,157,FC/NES/红白机,游戏 / 冒险 / 动作,9.0,高桥名人的冒险岛3 高橋名人の冒険島III,https://www.douban.com/game/26368528/,45.0,小时候最喜欢骑火龙和飞龙了！,[已注销],444.0,https://img3.doubanio.com/lpic/s28511375.jpg,157,动作
158,158,PC / PS4 / Xbox One / Nintendo Switch,游戏 / 冒险 / 动作,9.0,时光之帽 A Hat in Time,https://www.douban.com/game/27607035/,45.0,女主是吃可爱长大的,111,56.0,https://img3.doubanio.com/lpic/s29642514.jpg,158,动作
159,159,GBA,游戏 / 横版过关 / 动作,9.0,洛克人Zero 3 ロックマンゼロ3,https://www.douban.com/game/10735207/,45.0,难度不高，但隐藏要素较多，似乎是全收集到了……强化属性、技能升级之类的小创意让可玩性增加了不少，但Zero挥剑的质感和潇洒程度不及X系列，喜欢反派三天王里蓝色的那个姑娘，原本觉得会和Zero有感情戏，想不到还是酱油掉了……,汝就做吾的犬吧,190.0,https://img3.doubanio.com/lpic/s29341431.jpg,159,动作
160,160,PC,游戏 / 角色扮演 / 动作,9.0,魔法门6：天堂之令 Might and Magic VI: The Mandate of Heaven,https://www.douban.com/game/10762337/,45.0,听着那个背景音乐，哭了,吴侬软语话南京,156.0,https://img1.doubanio.com/lpic/s10152167.jpg,160,动作
161,161,GBA,游戏 / 角色扮演 / 动作,9.0,马里奥与路易基RPG マリオ&ルイージRPG,https://www.douban.com/game/26347174/,45.0,Final boss是pure evil design，他妈的,轩哗屋,186.0,https://img3.doubanio.com/lpic/s28062206.jpg,161,动作
162,162,iPhone / iPad / Android / Nintendo Switch / NDS,游戏 / 角色扮演 / 动作,9.0,美妙世界 すばらしきこのせかい,https://www.douban.com/game/10745224/,45.0,期待switch重制！,九条糖,342.0,https://img3.doubanio.com/lpic/s9108602.jpg,162,动作
163,163,Wii / PS2,游戏 / 格斗 / 动作,9.0,龙珠Z：电光石火3 ドラゴンボールZ Sparking! METEOR,https://www.douban.com/game/26347436/,45.0,这以后，再没有对其他以龙珠为ip的pvp格斗游戏正眼看过了。,椽到樵头,105.0,https://img3.doubanio.com/lpic/s28031153.jpg,163,动作
164,164,Xbox 360,游戏 / 射击 / 动作 / 第一人称射击,9.0,光环：致远星 Halo: Reach,https://www.douban.com/game/10772143/,45.0,光晕中觉得是最好的一部。身边队友一个一个离你而去，这种感觉很悲壮。记得很清楚，最后一个任务，你孤身一人面对源源不断的敌人……最终闭上了眼睛，耳边响起英雄的赞美诗……,ホープ,270.0,https://img3.doubanio.com/lpic/s29326270.jpg,164,动作
165,165,PS4 / PS3 / PSV/PS Vita / Nintendo Switch,游戏 / 模拟 / 角色扮演 / 冒险 / 动作,9.0,勇者斗恶龙 创世小玩家 阿雷夫加尔德复兴记 ドラゴンクエストビルダーズ アレフガルドを復活せよ,https://www.douban.com/game/26615833/,45.0,"玩这款和文明6,基本上这辈子就过去了",Jocolis,502.0,https://img3.doubanio.com/lpic/s28421580.jpg,165,动作
166,166,PSV/PS Vita,游戏 / 角色扮演 / 动作,9.0,胧村正DLC第一弹  化猫 元禄怪奇譚 - 津奈缶猫魔稿,https://www.douban.com/game/26367949/,45.0,买了。为主人复仇的三花猫又好可爱，最开始比正作难一点点，连招不太好操作，升级了就好了,混蛋快学英语去,36.0,https://img3.doubanio.com/lpic/s28509284.jpg,166,动作
167,167,PC / PS4,游戏 / 冒险 / 动作,9.0,死亡之绊 Death Stranding,https://www.douban.com/game/26817154/,45.0,5.29.20:35   纪念一下,summer,31.0,https://img3.doubanio.com/lpic/s28812901.jpg,167,动作
168,168,PS4,游戏 / 射击 / 冒险 / 动作,9.0,神秘海域：德雷克合集 Uncharted: The Nathan Drake Collection,https://www.douban.com/game/26437651/,45.0,如果你能忍受1代无处不在并且自带蛇皮走位的敌人的话，2跟3就开始真香了。另外，比起艾莲娜，更喜欢火辣的克洛伊。,阿娇.斯泰尔丝,1552.0,https://img3.doubanio.com/lpic/s29296643.jpg,168,动作
169,169,PSP / PS,游戏 / 角色扮演 / 动作,9.0,永恒传说 テイルズ オブ エターニア,https://www.douban.com/game/19935348/,45.0,法拉的职业 是农民，看设定集的时候被这个轻雷了下。,化熊出爪,169.0,https://img1.doubanio.com/lpic/s11504568.jpg,169,动作
170,170,PC / PS3 / Xbox 360,游戏 / 第一人称射击 / 冒险 / 动作,9.0,耻辱：布莱格摩尔的女巫 Dishonored: Brigmore Witches,https://www.douban.com/game/26830728/,45.0,以为不用潜行了，没放过一个敌人，最后被科沃杀掉，天道好轮回。,ｃ˙Ꙫ˙,78.0,https://img3.doubanio.com/lpic/s28870195.jpg,170,动作
171,171,PS4,游戏 / 射击 / 冒险 / 动作,9.0,神秘海域：失落的遗产 UNCHARTED: The Lost Legacy,https://www.douban.com/game/26927660/,45.0,如果游戏都能做成这个水准我还看毛线电影,Pronoia,1258.0,https://img3.doubanio.com/lpic/s29475445.jpg,171,动作
172,172,FC/NES/红白机 / Arcade/街机,游戏 / 射击 / 动作,9.0,超级魂斗罗 Super魂斗羅 エイリアンの逆襲,https://www.douban.com/game/10751016/,45.0,上上下下左左右右BABA,满大人,844.0,https://img3.doubanio.com/lpic/s29054994.jpg,172,动作
173,173,PC / Mac / iPhone / iPad / Android / Xbox One / Nintendo Switch / Linux,游戏 / 横版过关 / 冒险 / 动作,9.0,死亡细胞 Dead Cells,https://www.douban.com/game/26983425/,45.0,已经放弃挥刀和闪避，全程在丢陷阱和箭塔，默默地看，从容地走…,E.T.,952.0,https://img3.doubanio.com/lpic/s29495525.jpg,173,动作
174,174,PC / PS4 / Xbox One,游戏 / 角色扮演 / 动作,9.0,尼尔：机械纪元 NieR: Automata,https://www.douban.com/game/26426281/,45.0,为什么游戏能逐渐发展为艺术，因为它既是其他的艺术形式的综合，又具备了其他艺术所没有的，独一无二的表达形式。而这种形式，正慢慢成为游戏的语言。当我以为一周目A结局普普通通时，多周目多视角多结局和终极结局E，狠狠扇了我一耳光。真痛快。,吃胶片的考拉,3643.0,https://img3.doubanio.com/lpic/s29296635.jpg,174,动作
175,175,PC / PS4 / Xbox One,游戏 / 冒险 / 动作,9.0,刺客信条：奥德赛 Assassin's Creed Odyssey,https://www.douban.com/game/30237482/,45.0,当主角杀光了院子里的妈妈的卫兵，打开门和妈妈重逢的时候，我突然不想玩下去了，一直以来玩法和故事的割裂感在这一刻终于让我受不了了。不管走到哪里都提示我杀掉守卫队长，搜刮宝箱，我刚刚到这个城市啊！这里的领袖和我关系很好啊！我TMD为什么要杀守卫？为什么要偷东西？我是雇佣兵不是土匪啊！你一个劲的引导我当一个十恶不赦，无缘无故就能血洗全城的混蛋！你到底想怎么样？,星陨,2214.0,https://img3.doubanio.com/lpic/s29791156.jpg,175,动作
176,176,PSP,游戏 / 动作,9.0,我们的块魂 僕の私の塊魂,https://www.douban.com/game/10752192/,45.0,最爱的游戏，木有之一！颠覆了以往全部的游戏观。,蜜兜,90.0,https://img1.doubanio.com/lpic/s28062267.jpg,176,动作
177,177,Wii U / 3DS / Nintendo Switch,游戏 / 益智 / 动作,9.0,前进! 奇诺比奥队长 進め! キノピオ隊長,https://www.douban.com/game/26294534/,45.0,太好玩了吧，秀游戏性秀到飞起，我喜欢这个强烈超过奥德赛。难度循序渐进得恰到好处，就很好平衡了平台游戏与解密游戏之间的不同玩法，不管是轻度玩家还是硬核玩家，所有人都能从中找到乐趣，顶级箱庭我只服老任。但ballball老任学学卡婊，上完Wii U全家桶后快点炒制Wii第一方HD全家桶。不就是买吗，什么天空剑HD、马银HD统统给我来一发。,神迦乐小舞,463.0,https://img3.doubanio.com/lpic/s29816972.jpg,177,动作
178,178,MD/世嘉五代 / FC/NES/红白机 / Arcade/街机 / PC-Engine,游戏 / 横版过关 / 乱斗/清版 / 动作,9.0,双截龙2：复仇 ダブルドラゴンII ザ・リベンジ,https://www.douban.com/game/26383404/,45.0,红白机就是整个世界！,[已注销],562.0,https://img3.doubanio.com/lpic/s29055133.jpg,178,动作
179,179,3DS,游戏 / 动作,9.0,怪物猎人3G モンスターハンター3G,https://www.douban.com/game/10767895/,45.0,削弱的怪，蛋疼的水战，任地狱的主机，逆天的碎武器，噩梦般的四大鬼畜。这是一款只要你有3DS，你是爷们儿，你就必须要玩的游戏,Ninomae_,399.0,https://img3.doubanio.com/lpic/s29432713.jpg,179,动作
180,180,PC / PS2,游戏 / 冒险 / 动作,9.0,鬼泣3 Devil May Cry 3,https://www.douban.com/game/20003146/,45.0,太难了！比鬼泣4难太多,呼啸而过的片叶,1614.0,https://img3.doubanio.com/lpic/s10321555.jpg,180,动作
181,181,FC/NES/红白机,游戏 / 动作,9.0,忍者神龟3 T.M.N.T.2 ザ・マンハッタンプロジェクト,https://www.douban.com/game/25730614/,45.0,最喜欢用叉子的那个，一开大瞬间化身小钻风。下B能把小怪一下子挑死。,渭水徐公,812.0,https://img3.doubanio.com/lpic/s29266505.jpg,181,动作
182,182,GBA,游戏 / 角色扮演 / 动作,9.0,召唤之夜：铸剑物语3 起源之石 サモンナイト クラフトソード物語 ～はじまりの石～,https://www.douban.com/game/26660781/,45.0,我的妈，那时候我都没有自己的GBA，没能通关刷六神器，有点悻悻。俱往矣。,-5bit ³,56.0,https://img1.doubanio.com/lpic/s28336347.jpg,182,动作
183,183,PC / PS3 / Xbox 360 / PS2 / Xbox,游戏 / 射击 / 动作,9.0,杀手4：血钱 Hitman: Blood Money,https://www.douban.com/game/11538698/,45.0,现在地上有个硬币，你会捡吗？,Delicatessen.,501.0,https://img3.doubanio.com/lpic/s11158485.jpg,183,动作
184,184,PS3 / PS2 / PSP,游戏 / 竞速 / 动作,9.0,侠盗猎车手：罪恶都市物语 Grand Theft Auto: Vice City Stories,https://www.douban.com/game/10751264/,45.0,东海岸热带风情，电台经典老歌不断，流程没有自由城故事长，但加入了上代没有的经营要素。ps，演唱会任务印象深刻。,纨绔乖张,314.0,https://img3.doubanio.com/lpic/s29510053.jpg,184,动作
185,185,PC / PS / SS/世嘉土星,游戏 / 横版过关 / 动作,9.0,洛克人X4 ロックマンX4,https://www.douban.com/game/10740700/,45.0,全隐藏要素制霸，包括血槽、学瓶、能量瓶、X的AB套盔甲，但至今未通关……喜欢用Zero远胜X，动作潇洒无比，此游戏钻研多年，可以一命通至最终BOSS的最终形态前，但最终BOSS何其变态，从高二开始，现大学毕业2年，大学期间每周一玩，至今未通关……,汝就做吾的犬吧,166.0,https://img1.doubanio.com/lpic/s29555867.jpg,185,动作
186,186,N64/任天堂64,游戏 / 乱斗/清版 / 格斗 / 动作,9.0,任天堂明星大乱斗 ニンテンドウオールスター!大乱闘スマッシュブラザーズマッシュブラザーズ,https://www.douban.com/game/26376730/,45.0,多人同乐,玩酷子弟,46.0,https://img1.doubanio.com/lpic/s28397158.jpg,186,动作
187,187,PC / PS3 / Xbox 360 / PS2 / Xbox,游戏 / 射击 / 动作,9.0,杀手2：沉默刺客 Hitman:Silent Assassin,https://www.douban.com/game/20438978/,45.0,初中时代的回忆。经典之作。,七宝一丁,350.0,https://img3.doubanio.com/lpic/s24499852.jpg,187,动作
188,188,PC / PS3 / Xbox 360,游戏 / 大型多人在线 / 冒险 / 动作,8.9,耻辱：顿沃之刃 Dishonored: The Knife of Dunwall,https://www.douban.com/game/26808143/,45.0,加上女巫那个DLC，两个比原作好，场景更丰富，难度比原作略高，剧情也很不错,Fakedxck,91.0,https://img1.doubanio.com/lpic/s28776907.jpg,188,动作
189,189,PS4 / Xbox One / PS3 / Xbox 360,游戏 / 动作,8.9,刺客信条：艾吉奥合集 Assassin's Creed: The Ezio Collection,https://www.douban.com/game/26920192/,45.0,虽然刚上手时，差点因为二代的画质直接放弃，可到底是因为翡冷翠坚持下去了。如今跟着希腊上天下地也摔不死的Alexios在无聊的古墓里钻来钻去，忽然明白了为啥E叔是这样经典。,annie妖,218.0,https://img1.doubanio.com/lpic/s29168828.jpg,189,动作
190,190,PSP / Arcade/街机,游戏 / 动作,8.9,机动战士高达：高达VS高达NEXT 機動戦士ガンダム ガンダムVS.ガンダムNEXT,https://www.douban.com/game/10764078/,45.0,很想好好练但是再也没人和我玩了,清明兄,199.0,https://img1.doubanio.com/lpic/s29846227.jpg,190,动作
191,191,PS4 / Xbox One / Nintendo Switch,游戏 / 射击 / 冒险 / 动作,8.9,黑色洛城 重制版 L.A. Noire Remastered,https://www.douban.com/game/27185975/,45.0,如果你在 LA。或者曾經在過 LA。強烈建議玩一下這個遊戲。感受一下 1947 年加州充滿榮光的時代。那種古樸，爵士，榮譽感都被某些社會運動徹底摧毀了。加州不再是崛起了里根的地方。不再有一個個充滿美國風情的城市。4k HDR 版的畫面，音樂，人物表情全是電影工業級的。令人印象深刻,陰陽魚,85.0,https://img3.doubanio.com/lpic/s29610471.jpg,191,动作
192,192,PC / PS2 / PSP,游戏 / 角色扮演 / 益智 / 动作,8.9,双星物语 Zwei!!,https://www.douban.com/game/10740720/,45.0,次奧，這遊戲這麼多年了我從一個電腦的硬盤挪到另外一個電腦的硬盤打死都捨不得刪啊╥﹏╥... 【話說windows啟動音是從這遊戲裏面抄的？好像是GAME OVER還是RESTART的音樂……,Dissipator。,914.0,https://img1.doubanio.com/lpic/s29471827.jpg,192,动作
193,193,PC / Mac / DC/Dreamcast,游戏 / 角色扮演 / 动作,8.9,银色幻想 Silver,https://www.douban.com/game/11474076/,45.0,2017年6月7日 上架steam。想玩的朋友们可以买到了。官方售价25。可惜没有官中。,colmeluna,83.0,https://img1.doubanio.com/lpic/s10874877.jpg,193,动作
194,194,PC / PS3 / Xbox 360,游戏 / 竞速 / 射击 / 动作,8.9,侠盗猎车手4：自由城之章 Grand Theft Auto: Episodes from Liberty City,https://www.douban.com/game/10735236/,45.0,我是GTA4大吧主！！！,养鸭高手,722.0,https://img3.doubanio.com/lpic/s10458245.jpg,194,动作
195,195,PC / PS4 / Xbox One,游戏 / 冒险 / 动作,8.9,生化奇兵合集 BioShock: The Collection,https://www.douban.com/game/26844910/,45.0,掸掸灰打包再卖一次，这个系列算是Irrational Games留给2K的遗产。2013年IG解散，Bioshock也随之完结。日后即使开发续作，也只是借个招牌而已。厂商们在商业化的道路上逐渐走远，没有团队会去做这样的工作了,↻,89.0,https://img3.doubanio.com/lpic/s29055965.jpg,195,动作
